,type,name,url,poster,description,review,IMDB,contentRating,genre,datePublished,keywords,duration,actor,director,creator,RottenTomatoes Audience Score,RottenTomatoes Tomato Meter
589,Movie,Private Life,https://www.imdb.comhttps://www.imdb.com/title/tt5536610/,https://m.media-amazon.com/images/M/MV5BNjYzMjZiNDItMDk2ZC00MWVkLWFmNjUtZGU1MjM2YmY0Y2MxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,"An author is undergoing multiple fertility therapies to get pregnant, putting her relationship with her husband on edge.","{'author': 'Red_Identity', 'dateCreated': '2019-01-07', 'inLanguage': 'English', 'heading': 'Powerful, with fantastic performances', 'reviewBody': 'Once again, Kathryn Hahn delivers some stunning work. The entire film is very effective and very well scripted.', 'reviewRating': {'worstRating': None, 'bestRating': None, 'ratingValue': None}}",3.6,R,"['Comedy', 'Drama']",2018-10-05,"adoption,fertility,title directed by female,thanksgiving dinner,ivf",PT2H3M,"[{'name': 'Kathryn Hahn', 'url': 'https://www.imdb.com/name/nm1063517/'}, {'name': 'Paul Giamatti', 'url': 'https://www.imdb.com/name/nm0316079/'}, {'name': 'Gabrielle Reid', 'url': 'https://www.imdb.com/name/nm2801176/'}]","[{'name': 'Tamara Jenkins', 'url': 'https://www.imdb.com/name/nm0420982/'}]","[{'name': 'Tamara Jenkins', 'url': 'https://www.imdb.com/name/nm0420982/'}]",3.9,4.7
590,Movie,Project Power,https://www.imdb.comhttps://www.imdb.com/title/tt7550000/,https://m.media-amazon.com/images/M/MV5BYzBhOWU4ODAtZDYzYi00NDU1LWIzZWUtNDZmMDgxODljZTVmXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_.jpg,"When a pill that gives its users unpredictable superpowers for five minutes hits the streets of New Orleans, a teenage dealer and a local cop must team with an ex-soldier to take down the group responsible for its creation.","{'author': 'emiel78', 'dateCreated': '2020-08-14', 'inLanguage': 'English', 'heading': 'Didn&apos;t expect as much as many reviewers did, was pleasantly surprised.', 'reviewBody': 'I knew this movie was coming and considering the track record of Netflix lately I wasn&apos;t expecting much. But I was pleasantly surprised. I expected the intersectional check list to be thick on this one. This was actually not the case. Whilst there were some mentioning of systemic racism, it felt more natural to the movie and was not forced. The story line was a bit bland, the bad guys were a bit superficial but the acting of the main characters was good, the concept of powers in pills was actually a great and unique one and the special effects were good. They could have made better use of this but nonetheless not bad at all. I think this movie was better than many of the previous new films and series of Netflix. Because I thought this movie was a pleasant surprise but the story was a bit bland and superficial I give it an 7.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 7}}",3.0,16+,"['Action', 'Crime', 'Sci-Fi']",2020-08-14,"superhero,power,pill,team,tech",PT1H53M,"[{'name': 'Jamie Foxx', 'url': 'https://www.imdb.com/name/nm0004937/'}, {'name': 'Joseph Gordon-Levitt', 'url': 'https://www.imdb.com/name/nm0330687/'}, {'name': 'Dominique Fishback', 'url': 'https://www.imdb.com/name/nm6195774/'}]","[{'name': 'Henry Joost', 'url': 'https://www.imdb.com/name/nm1160962/'}, {'name': 'Ariel Schulman', 'url': 'https://www.imdb.com/name/nm1413364/'}]","[{'name': 'Mattson Tomlin', 'url': 'https://www.imdb.com/name/nm3231728/'}]",2.3,3.05
187,Movie,Prom Pact,https://www.imdb.comhttps://www.imdb.com/title/tt17321230/,https://m.media-amazon.com/images/M/MV5BYjFmNDg2NGMtZDBlYy00YWUzLThiNjUtZWVhYjI3OWM0NmZkXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_.jpg,0,"{'author': 'leeleelane', 'dateCreated': '2023-04-04', 'inLanguage': 'English', 'heading': 'Cute Movie. Wouldn&apos;t Let My Children Watch.', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 4}}",3.15,TV-14,"['Comedy', 'Family', 'Romance']",2023-03-31,"coming of age,love,teenager,high school,school",PT1H39M,"[{'name': 'Peyton Elizabeth Lee', 'url': 'https://www.imdb.com/name/nm7213696/'}, {'name': 'Milo Manheim', 'url': 'https://www.imdb.com/name/nm3676489/'}, {'name': 'Blake Draper', 'url': 'https://www.imdb.com/name/nm9581314/'}]","[{'name': 'Anya Adams', 'url': 'https://www.imdb.com/name/nm1449136/'}]","[{'name': 'Anthony Lombardo', 'url': 'https://www.imdb.com/name/nm4168037/'}]",3.55,4.45
591,Movie,Psychokinesis,https://www.imdb.comhttps://www.imdb.com/title/tt14586428/,https://m.media-amazon.com/images/M/MV5BYWJmMGZmNjAtZWViNS00YmEwLWI0ZTktNWU2ZDhkN2UzYTk5XkEyXkFqcGdeQXVyMTI1MTU5OTQz._V1_.jpg,0,"{'author': None, 'dateCreated': None, 'inLanguage': None, 'heading': None, 'reviewBody': None, 'reviewRating': {'worstRating': None, 'bestRating': None, 'ratingValue': None}}",0.0,0,"['Short', 'Mystery']",0,0,PT15M,[],"[{'name': 'Mahmoodreza Esmailizand', 'url': 'https://www.imdb.com/name/nm10380240/'}]","[{'name': 'Mahmoodreza Esmailizand', 'url': 'https://www.imdb.com/name/nm10380240/'}]",3.0,4.0
188,Movie,Puisi Cinta yang Membunuh,https://www.imdb.comhttps://www.imdb.com/title/tt14827444/,https://m.media-amazon.com/images/M/MV5BZDU4YTAyMGMtYmQ3Ni00N2ZmLWE0ZmMtY2MyZDg3MGM5MDg5XkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_.jpg,Words of poetry spell certain death when a young woman grows increasingly distraught after a string of unusual murders take place.,"{'author': 'rasull-ramad', 'dateCreated': '2023-05-09', 'inLanguage': 'English', 'heading': 'really bad... from a famous director', 'reviewBody': 'It is so amateurish... it could not decide if it should be realistic or like a stylistic play. I just love the visual. Other than that do not waste your time on this. I cannot sit through the first 10 minutes.\n\nGreat concept. Bad execution.\n\nWow i really have nothing good to say about this. But i have to write more to finish this review.\n\nThe first actor to die is really awful. Mawar tried to save the movie but everyone seems like plastic characters.\n\nThe movie does not have rhythm and all is flat. I wonder if the director knows what he is doing. It seems he doesnt know the language of film making.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 3}}",3.1,17+,"['Horror', 'Thriller']",2023-01-05,"terror,death,killer,blood,body",PT1H41M,"[{'name': 'Mawar Eva de Jongh', 'url': 'https://www.imdb.com/name/nm9762527/'}, {'name': 'Baskara Mahendra', 'url': 'https://www.imdb.com/name/nm9936574/'}, {'name': 'Morgan Oey', 'url': 'https://www.imdb.com/name/nm8107420/'}]","[{'name': 'Garin Nugroho', 'url': 'https://www.imdb.com/name/nm0637838/'}, {'name': 'Azhar Kinoi Lubis', 'url': 'https://www.imdb.com/name/nm4457074/'}]","[{'name': 'Garin Nugroho', 'url': 'https://www.imdb.com/name/nm0637838/'}]",3.5,4.5
189,Movie,Puss in Boots: The Last Wish,https://www.imdb.comhttps://www.imdb.com/title/tt3915174/,https://m.media-amazon.com/images/M/MV5BNjMyMDBjMGUtNDUzZi00N2MwLTg1MjItZTk2MDE1OTZmNTYxXkEyXkFqcGdeQXVyMTQ5NjA0NDM0._V1_.jpg,"When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish.","{'author': 'MissSimonetta', 'dateCreated': '2023-02-11', 'inLanguage': 'English', 'heading': 'I was actually moved by the existential crisis of this cartoon cat', 'reviewBody': 'CS Lewis once said a children&apos;s story that only appeals to children is not a good children&apos;s film in the least. I can think of plenty of crummy kids&apos; movies that illustrate the point, but I&apos;d rather bring up a positive example-- PUSS IN BOOTS: THE LAST WISH.\n\nI cannot believe I am saying this about a Shrek spinoff, but this movie really is that good. It works on so many levels: as a high-speed comedy, all the jokes land, but as a story about mortality and the meaning of life, this film is oddly compelling and mature. The plot literally involves Puss running from the personification of death, hoping to cling to his life. In between the funny scenes, I was actually moved by the existential crisis of this cartoon cat. That&apos;s no small feat.\n\nThis is truly a movie kids and adults can cherish.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",3.9,SU,"['Animation', 'Adventure', 'Comedy']",2022-12-28,"puss in boots character,sequel,cat,wolf,sequel to spin off",PT1H42M,"[{'name': 'Antonio Banderas', 'url': 'https://www.imdb.com/name/nm0000104/'}, {'name': 'Salma Hayek', 'url': 'https://www.imdb.com/name/nm0000161/'}, {'name': 'Harvey Guillén', 'url': 'https://www.imdb.com/name/nm2957490/'}]","[{'name': 'Joel Crawford', 'url': 'https://www.imdb.com/name/nm3150455/'}, {'name': 'Januel Mercado', 'url': 'https://www.imdb.com/name/nm2591093/'}]","[{'name': 'Paul Fisher', 'url': 'https://www.imdb.com/name/nm0279729/'}, {'name': 'Tommy Swerdlow', 'url': 'https://www.imdb.com/name/nm0842476/'}, {'name': 'Tom Wheeler', 'url': 'https://www.imdb.com/name/nm1117226/'}]",4.7,4.75
593,Movie,Qing Ya Ji,https://www.imdb.comhttps://www.imdb.com/title/tt11454718/,https://m.media-amazon.com/images/M/MV5BYzlmNmNhYWQtYzc4NS00ZmI5LWE2ZjUtNzcxZjdmMjNlMzliXkEyXkFqcGdeQXVyNTI2MzI4NTU@._V1_.jpg,"Qing Ming, the Yin-Yang Master, took his master&apos;s last wish and went to the Captial Tiandu City to attend the heaven ceremony.","{'author': 'yg0731', 'dateCreated': '2021-02-05', 'inLanguage': 'English', 'heading': 'This movie deserves a higher rating', 'reviewBody': 'Great cg, complete story telling, all the actors and actresses perform their best in this movie. and of course the background music, the sound track is perfect. Even though I think the director should cut some scene out, but this doesn&apos;t affect me from liking this film. I don&apos;t see a reason why this movie is rated so low. Wondering if those people spamming here ever watched this film.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 9}}",3.2,16+,"['Action', 'Drama', 'Fantasy']",2021-02-04,"wish,martial arts,c drama,chinese drama",PT2H12M,"[{'name': 'Mark Chao', 'url': 'https://www.imdb.com/name/nm3609766/'}, {'name': 'Allen Deng', 'url': 'https://www.imdb.com/name/nm7091019/'}, {'name': 'Ziwen Wang', 'url': 'https://www.imdb.com/name/nm2422449/'}]","[{'name': 'Jingming Guo', 'url': 'https://www.imdb.com/name/nm5794009/'}]","[{'name': 'Jingming Guo', 'url': 'https://www.imdb.com/name/nm5794009/'}, {'name': 'Baku Yumemakura', 'url': 'https://www.imdb.com/name/nm1336257/'}]",0.0,0.0
190,Movie,Qorin,https://www.imdb.comhttps://www.imdb.com/title/tt19367194/,https://m.media-amazon.com/images/M/MV5BMTFjZGY0MTMtYmQ1ZC00MDM0LWJkMDEtODZlMzAzNGY4Y2FiXkEyXkFqcGdeQXVyNzY4NDQzNTg@._V1_.jpg,Life at a boarding school descends into chaos when a teacher instructs his students to perform a forbidden ritual that summons their doppelgängers.,"{'author': 'Tweekums', 'dateCreated': '2023-04-18', 'inLanguage': 'English', 'heading': 'A solid religious horror film from Indonesia', 'reviewBody': 'This Indonesian horror film is set in a remote girls&apos; boarding school. New girl Yolanda is put under the guidance of Zahra, a senior girl with a good reputation who always obeys her teachers. It is clear that the girls are being raised as Muslims but there is something suspicious about their teacher. He instructs the girls to perform a ceremony to summon their Qorin Jinns... doppelgängers. They are wary but ultimately do as instructed. It isn&apos;t long before strange things start to occur. The teacher now has power over them and his intentions are far from righteous. The girls will have to be strong and hold firm to their faith if they are to defeat him.\n\nThis might not be the best horror film I&apos;ve seen but it was enjoyable. It had plenty of creepy moments and a few good scares. The story is effective even if, like me, you aren&apos;t familiar with the culture. While it may not be in the same class, the film this reminded me of most was &apos;The Exorcist&apos;. Like that classic the evil is confronted by religious faith and a willingness to risk all... there is even a scene where a girl does the famous &apos;spider walk&apos;! The cast does a solid job and the special effects are pretty good. On the down side things are a bit too dark at times making it hard to see what is going on. Overall a decent enough film that I&apos;d recommend to fans of religious horror films looking for something set somewhere different.\n\nThese comments are based on watching the film in Indonesian with English subtitles.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 7}}",2.5,17+,"['Horror', 'Mystery', 'Thriller']",2022-12-01,"ghost,islam,faith,boarding school,student",PT1H49M,"[{'name': 'Zulfa Maharani', 'url': 'https://www.imdb.com/name/nm8746190/'}, {'name': 'Omar Daniel', 'url': 'https://www.imdb.com/name/nm11810208/'}, {'name': 'Aghniny Haque', 'url': 'https://www.imdb.com/name/nm9321612/'}]","[{'name': 'Ginanti Rona', 'url': 'https://www.imdb.com/name/nm4176405/'}]","[{'name': 'Lele Laila', 'url': 'https://www.imdb.com/name/nm5193944/'}, {'name': 'Ginanti Rona', 'url': 'https://www.imdb.com/name/nm4176405/'}]",4.75,3.35
594,Movie,Raat Akeli Hai,https://www.imdb.comhttps://www.imdb.com/title/tt12567088/,https://m.media-amazon.com/images/M/MV5BYTAyYjk3ZGItYjAzMC00MjYyLTgyMzgtMDE4MTBhZTIwYTBjXkEyXkFqcGdeQXVyMTE4MzIxNTMz._V1_.jpg,The film follows a small town cop who is summoned to investigate the death of a politician which gets complicated by the victim&apos;s secretive family and his own conflicted heart.,"{'author': 'maitysagnik', 'dateCreated': '2020-07-31', 'inLanguage': 'English', 'heading': 'Pure Murder mystry', 'reviewBody': 'Nawazuddin Siddiqui, and Radhika at their best.. But the main hero is screenplay. And Awesome cinematography... Every one have their own dark secret..', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",3.6,TV-MA,"['Crime', 'Drama', 'Mystery']",2020-07-31,"murder investigation,murder,family relationships",PT2H29M,"[{'name': 'Ashish Chhipa', 'url': 'https://www.imdb.com/name/nm14022766/'}, {'name': 'Nawazuddin Siddiqui', 'url': 'https://www.imdb.com/name/nm1596350/'}, {'name': 'Radhika Apte', 'url': 'https://www.imdb.com/name/nm2331000/'}]","[{'name': 'Honey Trehan', 'url': 'https://www.imdb.com/name/nm1805444/'}]","[{'name': 'Smita Singh', 'url': 'https://www.imdb.com/name/nm9933390/'}]",3.45,5.0
595,Movie,Race to Witch Mountain,https://www.imdb.comhttps://www.imdb.com/title/tt1075417/,https://m.media-amazon.com/images/M/MV5BMzQ5MTM5NTU2NV5BMl5BanBnXkFtZTcwMDAzMjAyMg@@._V1_.jpg,A Las Vegas cabbie enlists the help of a U.F.O. expert to protect two siblings with paranormal powers from the clutches of an organization that wants to use the kids for their nefarious plans.,"{'author': 'mia_marauder', 'dateCreated': '2009-03-19', 'inLanguage': 'English', 'heading': 'Good Movie for Kids-OK for Adults', 'reviewBody': 'This is and is not a remake of the original Witch Mountain movie. It&apos;s more follows the guidelines and then takes off on its own in a more modern twist. If you liked the old one, you will probably still like this one too.\n\nThe actors did a pretty good job all the way around. The main bad secret agent guy was a really flat character, while everyone else was more dynamic. Dwayne &apos;The Rock&apos; Johnson was great in this movie. He really keeps it going for the audience and is really funny. The kids are good as well. All the others did an alright job.\n\nThe plot has good twists to it and has multiple sides that are all crashing in together at the same time. The flow of the movie is a little jerky in a couple spots, but overall is an action packed ride.\n\nThe CGI effects are well done and believable. I enjoyed getting to see that aspect come to life, where the original Witch Mountain could only dream of seeing such cool stuff! Overall it is a good movie. Your kids will really like it and you will enjoy it as well. I recommend going and seeing it to anybody!', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 7}}",2.85,PG,"['Action', 'Adventure', 'Family']",2009-04-15,"spacecraft,child in jeopardy,psychotronic film,unidentified flying object,alien",PT1H38M,"[{'name': 'Dwayne Johnson', 'url': 'https://www.imdb.com/name/nm0425005/'}, {'name': 'Carla Gugino', 'url': 'https://www.imdb.com/name/nm0001303/'}, {'name': 'AnnaSophia Robb', 'url': 'https://www.imdb.com/name/nm1455681/'}]","[{'name': 'Andy Fickman', 'url': 'https://www.imdb.com/name/nm0275698/'}]","[{'name': 'Matt Lopez', 'url': 'https://www.imdb.com/name/nm2188941/'}, {'name': 'Mark Bomback', 'url': 'https://www.imdb.com/name/nm0093560/'}, {'name': 'Alexander Key', 'url': 'https://www.imdb.com/name/nm0450720/'}]",2.2,2.1
596,Movie,Rachel Getting Married,https://www.imdb.comhttps://www.imdb.com/title/tt1084950/,https://m.media-amazon.com/images/M/MV5BMTU4MTQ0MzQwOF5BMl5BanBnXkFtZTcwODY1NDI5MQ@@._V1_.jpg,A young woman who has been in and out of rehab for the past ten years returns home for the weekend for her sister&apos;s wedding.,"{'author': 'littlemartinarocena', 'dateCreated': '2008-10-04', 'inLanguage': 'English', 'heading': 'A Wedding and Debra Winger', 'reviewBody': 'Jonathan Demme back in great form. That&apos;s the good news. I&apos;ve read somewhere he didn&apos;t want to work with actors anymore. He wanted to stick to documentaries where freedom (as a filmmaker) is king. I&apos;m glad he changed his mind. He is a gift to actors and here they are subjected to a documentary style that for the first few minutes made me fear the worst but that at the end of the day it works brilliantly. Jenny Lumet&apos;s terrific scrip feels amazingly personal (wasn&apos;t her father, Sidney Lumet, once Lena Horne&apos;s son in law?)The characters are too vivid to be the figment of someone&apos;s imagination or is Demnme&apos;s documentary style that makes it appear that way?. I don&apos;t know and quite frankly I don&apos;t care. I went where the characters took me, Anne Hathaway and Rosemary DeWitt are terrific but it is Debra Winger&apos;s distant mother that will make me want to see this film again. I don&apos;t know how explain it. She&apos;s on the screen for a few minutes but her presence is extraordinary. Even when she&apos;s part of the crowd you can&apos;t take your eyes off her. Go see it/her', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",3.35,R,"['Drama', 'Romance']",2008-10-31,"dysfunctional family,junkie,hysteria,divorce,panties",PT1H53M,"[{'name': 'Anne Hathaway', 'url': 'https://www.imdb.com/name/nm0004266/'}, {'name': 'Rosemarie DeWitt', 'url': 'https://www.imdb.com/name/nm1679669/'}, {'name': 'Debra Winger', 'url': 'https://www.imdb.com/name/nm0000700/'}]","[{'name': 'Jonathan Demme', 'url': 'https://www.imdb.com/name/nm0001129/'}]","[{'name': 'Jenny Lumet', 'url': 'https://www.imdb.com/name/nm0525886/'}]",3.1,4.2
597,Movie,Ralph Breaks the Internet,https://www.imdb.comhttps://www.imdb.com/title/tt5848272/,https://m.media-amazon.com/images/M/MV5BOWIzNjgyZTgtNDE2ZS00MWJmLWFhYWItMjM0ZmM0ZjhmNTZjXkEyXkFqcGdeQXVyMTA4NjE0NjEy._V1_.jpg,0,"{'author': 'MovieTim14', 'dateCreated': '2019-07-01', 'inLanguage': 'English', 'heading': 'Surprisingly Strong Sequel', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",3.5,SU,"['Animation', 'Adventure', 'Comedy']",2018-11-23,"wifi,internet,scene after end credits,reference to rick astley,sequel",PT1H52M,"[{'name': 'John C. Reilly', 'url': 'https://www.imdb.com/name/nm0000604/'}, {'name': 'Sarah Silverman', 'url': 'https://www.imdb.com/name/nm0798971/'}, {'name': 'Gal Gadot', 'url': 'https://www.imdb.com/name/nm2933757/'}]","[{'name': 'Phil Johnston', 'url': 'https://www.imdb.com/name/nm1601882/'}, {'name': 'Rich Moore', 'url': 'https://www.imdb.com/name/nm0601781/'}]","[{'name': 'Phil Johnston', 'url': 'https://www.imdb.com/name/nm1601882/'}, {'name': 'Pamela Ribon', 'url': 'https://www.imdb.com/name/nm0962596/'}, {'name': 'Rich Moore', 'url': 'https://www.imdb.com/name/nm0601781/'}]",0.0,0.0
191,Movie,Rangabali,https://www.imdb.comhttps://www.imdb.com/title/tt26235062/,https://m.media-amazon.com/images/M/MV5BYWE2NjA4YzAtNjI4NS00OTZhLTgyMTItYjJhNzY5YmNmOTYxXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_.jpg,A carefree young man gets caught up in a local dispute after falling for a medical student.,"{'author': 'ibob-63931', 'dateCreated': '2023-08-07', 'inLanguage': 'English', 'heading': 'Old story with commercial elements', 'reviewBody': 'Rangabali movie&apos;s narrative draws clear inspiration from the intricate web of local Andhra political rivalries that dominated the 90s. While this nostalgic nod might resonate with some viewers, the film leaves a few elements that merit consideration.\n\nFor families looking to enjoy a cinematic outing, it&apos;s worth noting that Rangabali might not be the best choice if you have kids in tow. The presence of explicit liplock scenes, item songs, and intense violence throughout the movie could potentially be unsettling for younger audiences.\n\nIn terms of storytelling, it&apos;s my hope that the creators of Rangabali venture beyond the confines of conventional narratives. The film seems to blend multiple plotlines, and while experimentation is commendable, it can sometimes lead to a disjointed viewing experience.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 1}}",2.5,Not Rated,"['Action', 'Comedy', 'Drama']",2023-07-07,"doctor,medicine,fight,action hero,intermission",PT2H17M,"[{'name': 'Nia Sharma', 'url': 'https://www.imdb.com/name/nm5011985/'}, {'name': 'R. Sarathkumar', 'url': 'https://www.imdb.com/name/nm0764877/'}, {'name': 'Murli Sharma', 'url': 'https://www.imdb.com/name/nm1302330/'}]","[{'name': 'Pawan Basamsetti', 'url': 'https://www.imdb.com/name/nm14465375/'}]","[{'name': 'Pawan Basamsetti', 'url': 'https://www.imdb.com/name/nm14465375/'}]",0.0,1.45
598,Movie,Real Steel,https://www.imdb.comhttps://www.imdb.com/title/tt0433035/,https://m.media-amazon.com/images/M/MV5BMjEzMzEzNjg0N15BMl5BanBnXkFtZTcwMzg4NDk0Ng@@._V1_.jpg,"In the near future, robot boxing is a top sport. A struggling ex-boxer feels he&apos;s found a champion in a discarded robot.","{'author': 'TourettesPersonal', 'dateCreated': '2011-10-13', 'inLanguage': 'English', 'heading': 'The Heart Of Steel', 'reviewBody': 'Based on what everybody said, Real Steal is like Over The Top plus Rocky with Robots. Over The Top because there&apos;s a man, his son, and a truck. Rocky because it&apos;s obvious. Put these films together and add robots and minus Stallone. Real Steel is not very innovating though but it&apos;s excitingly great and has plenty of heart. It&apos;s also the return of Hugh Jackman although we just saw him a little last June. There are lot of things to recommend in Real Steel.\n\nThe premise isn&apos;t really that intriguing. It&apos;s boxing replaced by robots. Films with Giant CGI Robots are not innovating since we have Michael Bay&apos;s Transformers. But the heart and soul lies to the relationship of Charlie and Max and their robot, Atom. It&apos;s fun to watch them. The fighting scenes are pretty exciting. That is what most underdog fighting movies do. The only problem here is the weak major antagonist. It&apos;s not really that threatening or a big deal. Ricky was more threatening than the gigantic Zeus.\n\nThe filmmaking is pretty decent. Well shot scenes. The CGI robots and the music score are good enough. Nothing to say about the production design except Charlie&apos;s truck. It looks fascinating for some reason. The performances were great. We don&apos;t see Hugh Jackman in action movies after two years and there&apos;s a small cameo of him, flipping off two characters(it&apos;s obvious but I won&apos;t tell you the title). Here in Real Steel, Jackman is energetic and somewhat perfect for the role. Dakota Goyo is a bit charming. Chemistry of him and Jackman shines through the film. It&apos;s fun to watch them together.\n\nThere aren&apos;t much new here in Real Steel but in the end, it&apos;s enjoyable and has plenty of heart. The climax isn&apos;t so much overwhelming but it intends to be more heartfelt. Again, it&apos;s like Over The Top which the father is trying to make his son proud and Rocky because it&apos;s boxing and add some robots in it. Even without thinking much about the robots, there is always human heart in this film. Hugh Jackman does it again. The underdog fighting movie genre does it again. It&apos;s really a fun film for the whole family.', 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 8}}",3.55,13,"['Action', 'Drama', 'Sci-Fi']",2011-10-28,"robot,boxing,bull,robot battle,arena",PT2H7M,"[{'name': 'Hugh Jackman', 'url': 'https://www.imdb.com/name/nm0413168/'}, {'name': 'Evangeline Lilly', 'url': 'https://www.imdb.com/name/nm1431940/'}, {'name': 'Dakota Goyo', 'url': 'https://www.imdb.com/name/nm2023672/'}]","[{'name': 'Shawn Levy', 'url': 'https://www.imdb.com/name/nm0506613/'}]","[{'name': 'John Gatins', 'url': 'https://www.imdb.com/name/nm0309691/'}, {'name': 'Dan Gilroy', 'url': 'https://www.imdb.com/name/nm0319659/'}, {'name': 'Jeremy Leven', 'url': 'https://www.imdb.com/name/nm0505230/'}]",3.65,3.0
599,Movie,Rebecca,https://www.imdb.comhttps://www.imdb.com/title/tt2235695/,https://m.media-amazon.com/images/M/MV5BYzgzNGFkNDItZTJkZC00NzJkLTk2OWMtNzliM2I5YzQxYjkxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,0,"{'author': 'annlevtex', 'dateCreated': '2020-10-22', 'inLanguage': 'English', 'heading': 'Gothic Goes Glamorous', 'reviewBody': None, 'reviewRating': {'worstRating': 1, 'bestRating': 10, 'ratingValue': 6}}",3.0,18+,"['Drama', 'Mystery', 'Romance']",2020-10-21,"widower,mansion,family secret,husband wife relationship,hotel",PT2H3M,"[{'name': 'Lily James', 'url': 'https://www.imdb.com/name/nm4141252/'}, {'name': 'Armie Hammer', 'url': 'https://www.imdb.com/name/nm2309517/'}, {'name': 'Kristin Scott Thomas', 'url': 'https://www.imdb.com/name/nm0000218/'}]","[{'name': 'Ben Wheatley', 'url': 'https://www.imdb.com/name/nm1296554/'}]","[{'name': 'Jane Goldman', 'url': 'https://www.imdb.com/name/nm0963359/'}, {'name': 'Joe Shrapnel', 'url': 'https://www.imdb.com/name/nm1100123/'}, {'name': 'Anna Waterhouse', 'url': 'https://www.imdb.com/name/nm3143608/'}]",1.9,1.95
600,Movie,Red Trees,https://www.imdb.comhttps://www.imdb.com/title/tt7211972/,https://m.media-amazon.com/images/M/MV5BM2MxY2MwNjQtZjk0NS00YWE4LTk2YjUtOTZkYjI0OTkzNDgwXkEyXkFqcGdeQXVyMjQ3NzUxOTM@._V1_.jpg,Traces a family&apos;s journey as one of only twelve Jewish families to survive the Nazi occupation of Prague during World War II.,"{'author': None, 'dateCreated': None, 'inLanguage': None, 'heading': None, 'reviewBody': None, 'reviewRating': {'worstRating': None, 'bestRating': None, 'ratingValue': None}}",3.25,Not Rated,['Documentary'],2017-09-15,journey,PT1H27M,"[{'name': 'Alfred Willer', 'url': 'https://www.imdb.com/name/nm11425832/'}, {'name': 'Tim Pigott-Smith', 'url': 'https://www.imdb.com/name/nm0683116/'}, {'name': 'Flora Fanelli', 'url': 'https://www.imdb.com/name/nm11425892/'}]","[{'name': 'Marina Willer', 'url': 'https://www.imdb.com/name/nm1101070/'}]","[{'name': 'Alfred Willer', 'url': 'https://www.imdb.com/name/nm11425832/'}, {'name': 'Marina Willer', 'url': 'https://www.imdb.com/name/nm1101070/'}, {'name': 'Brian Eley', 'url': 'https://www.imdb.com/name/nm7202041/'}]",0.0,2.8
